gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2018-03-14,0,1.0,0.90704487258,0.594002815685,0.268427870601,0.104963186908,0.048857661029,0.017742694047,1,2633,Tennessee,87.17,South,3
mens,2018-03-14,0,1.0,0.835948340094,0.444677358467,0.144942190717,0.082308046813,0.036128085697,0.017526171279,1,277,West Virginia,88.58,East,5
mens,2018-03-14,0,1.0,0.909079412163,0.500517258443,0.129827349321,0.063387752268,0.028964997489,0.014533316606,1,2724,Wichita State,87.97,East,4
mens,2018-03-14,0,1.0,0.848210938042,0.482545884858,0.145428515956,0.064936308811,0.034507577759,0.014460786324,1,12,Arizona,87.86,South,4
mens,2018-03-14,0,1.0,0.717811950102,0.339960975934,0.152265102819,0.070558668807,0.031717931239,0.013196808591,1,248,Houston,86.21,West,6
mens,2018-03-14,0,1.0,0.893567433562,0.54778460449,0.206320804182,0.056698975652,0.025642755099,0.012755615118,1,2641,Texas Tech,87.27,East,3
mens,2018-03-14,0,1.0,0.721693979473,0.343678388673,0.137196822375,0.040025530356,0.016019726792,0.007190782811,1,57,Florida,86.43,East,6
mens,2018-03-14,0,1.0,0.765700866938,0.239790798822,0.112440046852,0.04721149993,0.017304100046,0.005924388952,1,194,Ohio State,85.59,West,5
mens,2018-03-14,0,1.0,0.555835292011,0.132548638221,0.046672002181,0.020234358383,0.008140685089,0.003825471991,1,2628,Texas Christian,84.84,Midwest,6
mens,2018-03-14,0,1.0,0.631560663564,0.157958104135,0.095318635703,0.028467673023,0.008932292657,0.003425071396,1,2550,Seton Hall,85.05,Midwest,8
mens,2018-03-14,0,1.0,0.798161036176,0.416372948119,0.112993257539,0.03028965651,0.009136347016,0.003390494667,1,2,Auburn,84.04,Midwest,4
mens,2018-03-14,0,1.0,0.603822408718,0.174723545154,0.087411084997,0.022795568723,0.007977071258,0.003195592645,1,2086,Butler,84.65,East,10
mens,2018-03-14,0,1.0,0.619810057438,0.350699548162,0.098184467609,0.027121028441,0.008212854751,0.003057778197,1,228,Clemson,84.15,Midwest,5
mens,2018-03-14,0,1.0,0.582693087623,0.128960538475,0.053100733048,0.021080822539,0.00829194866,0.003036048155,1,245,Texas A&M,83.55,West,7
mens,2018-03-14,0,1.0,0.598094157179,0.247431372796,0.082448652934,0.023731459869,0.009398639411,0.002883804286,1,2390,Miami (FL),83.94,South,6
mens,2018-03-14,0,1.0,0.706088012122,0.216615551372,0.07310827966,0.026098844288,0.008537857612,0.002624645308,1,52,Florida State,83.61,West,9
mens,2018-03-14,0,1.0,0.596012573419,0.131015870725,0.052773880599,0.013358266941,0.006217654561,0.002257839747,1,251,Texas,82.9,South,10
mens,2018-03-14,0,1.0,0.582607253877,0.097679993768,0.037711866918,0.013371518766,0.005398499338,0.001689548865,1,156,Creighton,83.4,South,8
mens,2018-03-14,0,1.0,0.593169777567,0.088358396891,0.035183942528,0.013980846428,0.004292834296,0.001537610308,1,259,Virginia Tech,83.43,East,8
mens,2018-03-14,0,1.0,0.396177591282,0.090506310748,0.040116981425,0.009022173409,0.003229945191,0.001319218503,1,8,Arkansas,83.29,East,7
mens,2018-03-14,0,1.0,0.282188049898,0.087072483128,0.036250855189,0.015740367492,0.004251484895,0.001090508906,1,21,San Diego State,81.72,West,11
mens,2018-03-14,0,1.0,0.417392746123,0.067048774058,0.0252087729,0.008720143807,0.003501393823,0.001089660531,1,2306,Kansas State,81.48,South,9
mens,2018-03-14,0,1.0,0.580447461946,0.114502054217,0.031846115159,0.010842109367,0.00294438137,0.00100081864,1,227,Rhode Island,83.07,Midwest,7
mens,2018-03-14,0,1.0,0.419552538054,0.068316895883,0.020616553471,0.007509796782,0.002320930891,0.000878857634,1,201,Oklahoma,82.1,Midwest,10
mens,2018-03-14,0,1.0,0.293911987878,0.080601225797,0.025724004857,0.008724858277,0.002676081869,0.000774035601,1,142,Missouri,78.49,West,8
mens,2018-03-14,1,1.0,0.444164707989,0.093427032314,0.024381158738,0.008287559038,0.002212166338,0.000741097083,1,183,Syracuse,82.46,Midwest,11b
mens,2018-03-14,0,1.0,0.406830222433,0.047637235842,0.017052480705,0.00615273998,0.001974338918,0.000734463039,1,333,Alabama,82.2,East,9
mens,2018-03-14,0,1.0,0.401905842821,0.138500585104,0.036761023844,0.008437717848,0.002792489506,0.000714020704,1,2350,Loyola (IL),81.28,South,11
mens,2018-03-14,0,1.0,0.242941356787,0.07812505065,0.018677027176,0.006951217225,0.002492693818,0.000691123209,1,2166,Davidson,81.9,South,12
mens,2018-03-14,0,1.0,0.368439336436,0.067729492208,0.034035043278,0.007774559889,0.001956609319,0.000623669258,1,152,North Carolina State,81.74,Midwest,9
mens,2018-03-14,0,1.0,0.403987426581,0.070934591786,0.025019765477,0.005472130476,0.001988417084,0.000558754418,1,2440,Nevada,81.82,South,7
mens,2018-03-14,1,1.0,0.278306020527,0.085604219883,0.025941254906,0.005724589951,0.001500332415,0.000468460062,1,179,St. Bonaventure,81.37,East,11a
mens,2018-03-14,0,1.0,0.417306912377,0.076030278229,0.022828858225,0.0068025012,0.001731676295,0.000419987604,1,2507,Providence,81.27,West,10
mens,2018-03-14,0,1.0,0.380189942562,0.179900410584,0.032578078442,0.00590523799,0.001334122585,0.000387853341,1,166,New Mexico State,79.79,Midwest,12
mens,2018-03-14,0,1.0,0.234299133062,0.037311698739,0.009755171415,0.00232274505,0.000467393857,9.0721494e-05,1,2571,South Dakota State,78.07,West,12
mens,2018-03-14,0,1.0,0.151789061958,0.037861877965,0.005818218736,0.001494396622,0.000409146836,8.6580833e-05,1,2084,Buffalo,79.07,South,13
mens,2018-03-14,0,1.0,0.164051659906,0.040099355906,0.004700949004,0.001235343579,0.000287671488,8.0968232e-05,1,93,Murray State,78.93,East,12
mens,2018-03-14,0,1.0,0.0829910009,0.025230397868,0.006008210092,0.001307688189,0.000259820141,4.9826878e-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,2018-03-14,0,1.0,0.077242999526,0.026090272619,0.004287611194,0.000982161222,0.000174217428,4.1046879e-05,1,2083,Bucknell,78.25,Midwest,14
mens,2018-03-14,0,1.0,0.067367725041,0.022884168987,0.006812063483,0.001241942882,0.000237826173,3.5379059e-05,1,2247,Georgia State,75.99,South,15
mens,2018-03-14,0,1.0,0.106860925942,0.023256104769,0.004740783781,0.001077958658,0.000177689353,2.8524101e-05,1,149,Montana,76.79,West,14
mens,2018-03-14,0,1.0,0.201838963824,0.053027093135,0.006590801565,0.000827095226,0.000122585524,2.4625721e-05,1,232,College of Charleston,76.44,Midwest,13
mens,2018-03-14,0,1.0,0.045863755026,0.01026655054,0.002855816085,0.00031620534,3.9482929e-05,6.795834e-06,1,219,Pennsylvania,75.55,Midwest,16
mens,2018-03-14,0,1.0,0.106432566438,0.022932786954,0.002486951184,0.000199942043,3.2924462e-05,6.793132e-06,1,2617,Stephen F. Austin,74.78,East,14
mens,2018-03-14,0,1.0,0.090920587837,0.014706027184,0.001196796729,0.000228181787,3.4313293e-05,6.516827e-06,1,276,Marshall,75.58,East,13
mens,2018-03-14,0,1.0,0.09295512742,0.020065226415,0.002520033144,0.000275277296,4.4883241e-05,5.70173e-06,1,2750,Wright State,74.31,South,14
mens,2018-03-14,0,1.0,0.04193847637,0.010721553923,0.001149972282,0.000170439322,1.9431094e-05,3.078355e-06,1,314,Iona,74.79,Midwest,15
mens,2018-03-14,0,1.0,0.035229917216,0.006863486358,0.000735069712,8.4268707e-05,9.024603e-06,9.57339e-07,1,288,Lipscomb,72.45,West,15
mens,2018-03-14,1,1.0,0.016735953212,0.00258116984,0.00025925647,2.8566633e-05,2.461842e-06,2.78202e-07,1,2515,Radford,71.64,East,16b
mens,2018-03-14,0,1.0,0.021460514732,0.003350565839,0.000324074471,3.1534364e-05,3.323902e-06,2.75117e-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,2018-03-14,0,1.0,0.022489471592,0.002119421074,0.00021925733,1.0503423e-05,9.77561e-07,1.18807e-07,1,2239,Cal State Fullerton,71.88,East,15
mens,2018-03-14,1,1.0,0.027203023441,0.00262044873,0.00017707408,1.365226e-05,1.195479e-06,1.04346e-07,1,2640,Texas Southern,69.4,West,16b
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,65.3,West,16a
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Arizona State,81.26,Midwest,11a
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a
mens,2018-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b
womens,2018-03-12,0,1.0,0.999768078817,0.99516403776,0.980795368708,0.93130456122,0.810387844641,0.654797075729,1,41,Connecticut,112.83,Albany,1
womens,2018-03-12,0,1.0,0.999724701476,0.976279181965,0.840087065521,0.560944172313,0.372878978632,0.118916797991,1,239,Baylor,105.29,Lexington,2
womens,2018-03-12,0,1.0,0.999208399186,0.957048560409,0.846510334832,0.592767370592,0.287357389369,0.074968836411,1,344,Mississippi State,102.16,Kansas City,1
womens,2018-03-12,0,1.0,0.998778807288,0.961039402132,0.82274673785,0.495544781154,0.106628188946,0.055858376869,1,87,Notre Dame,101.01,Spokane,1
womens,2018-03-12,0,1.0,0.995079040084,0.925010830045,0.806974783369,0.361752163747,0.200098642542,0.047426000759,1,97,Louisville,99.74,Lexington,1
womens,2018-03-12,0,1.0,0.99245807006,0.907773370356,0.609183016575,0.252844591495,0.084884971363,0.014403535094,1,251,Texas,98.03,Kansas City,2
womens,2018-03-12,0,1.0,0.99656884185,0.913602384021,0.676775332076,0.35667786493,0.037672943524,0.011997983075,1,2483,Oregon,97.76,Spokane,2
womens,2018-03-12,0,1.0,0.995950866622,0.928875174566,0.63422988145,0.047508078958,0.022367675516,0.008299922306,1,2579,South Carolina,96.62,Albany,2
womens,2018-03-12,0,1.0,0.967657771424,0.872523005877,0.276794825475,0.09498153069,0.013521789604,0.005384155182,1,194,Ohio State,93.97,Spokane,3
womens,2018-03-12,0,1.0,0.991234768975,0.905657249448,0.342336217039,0.101997715522,0.023779622831,0.002704756933,1,26,UCLA,94.98,Kansas City,3
womens,2018-03-12,0,1.0,0.980863217553,0.771921963156,0.129687762633,0.04324480789,0.013867175999,0.001603027396,1,2633,Tennessee,91.81,Lexington,3
womens,2018-03-12,0,1.0,0.972059174615,0.744713220866,0.280513379289,0.01276554433,0.004418903637,0.001168672025,1,52,Florida State,92.73,Albany,3
womens,2018-03-12,0,1.0,0.822280043274,0.457364843478,0.075935717826,0.025198788211,0.005539989826,0.000596366915,1,120,Maryland,90.6,Kansas City,5
womens,2018-03-12,0,1.0,0.89325511725,0.743921692518,0.124085818098,0.018437384708,0.004279535508,0.000338646266,1,24,Stanford,91.3,Lexington,4
womens,2018-03-12,0,1.0,0.600968851324,0.269346097858,0.054461575898,0.016158255209,0.001222567585,0.00030502801,1,305,DePaul,89.76,Spokane,5
womens,2018-03-12,0,1.0,0.791405883798,0.447566227739,0.010714102098,0.00411156836,0.001176848377,0.000255085025,1,150,Duke,89.06,Albany,5
womens,2018-03-12,0,1.0,0.807595039889,0.445408736633,0.051480083545,0.012844336728,0.002033154755,0.000155188805,1,152,North Carolina State,87.57,Kansas City,4
womens,2018-03-12,0,1.0,0.875717116189,0.555076480238,0.085660249987,0.020126811026,0.000926766735,0.000153952569,1,245,Texas A&M,88.22,Spokane,4
womens,2018-03-12,0,1.0,0.751103372095,0.195632239435,0.019678322924,0.004595074716,0.001090788743,8.9384249e-05,1,204,Oregon State,90.25,Lexington,6
womens,2018-03-12,0,1.0,0.800672894573,0.229132508492,0.062786207234,0.001860713726,0.000469377951,8.9183353e-05,1,58,South Florida,88.61,Albany,6
womens,2018-03-12,0,1.0,0.647804434742,0.064898372767,0.026989196591,0.006604338847,0.000408901317,8.7153163e-05,1,2739,Green Bay,88.23,Spokane,7
womens,2018-03-12,0,1.0,0.713893158084,0.062812368697,0.03231130821,0.004406299514,0.000981264021,7.473352e-05,1,269,Marquette,86.9,Lexington,8
womens,2018-03-12,0,1.0,0.804972830945,0.19204079746,0.028810273533,0.003882867392,0.000815489297,5.807477e-05,1,142,Missouri,87.15,Lexington,5
womens,2018-03-12,0,1.0,0.793263929445,0.43330629994,0.005624225712,0.001487987219,0.000300093802,4.512388e-05,1,61,Georgia,85.65,Albany,4
womens,2018-03-12,0,1.0,0.809257377886,0.02250527548,0.009116038464,0.002067128546,0.00050803036,4.3413765e-05,1,130,Michigan,86.86,Lexington,7
womens,2018-03-12,0,1.0,0.760225084135,0.08126965214,0.027344594916,0.004897126998,0.000650677002,4.1648557e-05,1,9,Arizona State,87.74,Kansas City,7
womens,2018-03-12,0,1.0,0.625092111327,0.031227249361,0.016482098547,0.004515038318,0.00057482317,3.5256883e-05,1,197,Oklahoma State,86.06,Kansas City,9
womens,2018-03-12,0,1.0,0.657288576763,0.071014140875,0.015800995869,0.002835724787,0.000382148455,2.4885232e-05,1,2294,Iowa,85.55,Kansas City,6
womens,2018-03-12,0,1.0,0.399031148676,0.146874240483,0.019741696295,0.004144818208,0.000165220903,2.4540492e-05,1,201,Oklahoma,85.7,Spokane,12
womens,2018-03-12,0,1.0,0.605653224934,0.02701009044,0.011750614061,0.002235320911,7.5894913e-05,9.854234e-06,1,2571,South Dakota State,84.23,Spokane,8
womens,2018-03-12,0,1.0,0.550902266561,0.002895296949,0.001373675093,0.000336511715,5.9476516e-05,7.866853e-06,1,2390,Miami (FL),84.59,Albany,8
womens,2018-03-12,0,1.0,0.374907888673,0.011679919489,0.004600278163,0.000850793734,0.000100095312,5.7073e-06,1,183,Syracuse,83.57,Kansas City,8
womens,2018-03-12,0,1.0,0.352195565258,0.021215041054,0.00652164898,0.001128234959,4.0718545e-05,5.586617e-06,1,135,Minnesota,83.88,Spokane,10
womens,2018-03-12,0,1.0,0.521761195761,0.063162878763,0.007414877826,0.001080588635,3.3093674e-05,3.942813e-06,1,99,Louisiana State,83.37,Spokane,6
womens,2018-03-12,0,1.0,0.531760365737,0.039431949618,0.01113126379,0.000190829142,3.134488e-05,3.847195e-06,1,25,California,85.11,Albany,7
womens,2018-03-12,0,1.0,0.478238804239,0.054424523998,0.005085810152,0.000607014898,1.7734914e-05,2.03314e-06,1,2117,Central Michigan,81.36,Spokane,11
womens,2018-03-12,0,1.0,0.286106841916,0.011533402893,0.00387990076,0.000288667518,3.9397193e-05,1.765611e-06,1,2168,Dayton,79.88,Lexington,9
womens,2018-03-12,0,1.0,0.449097733439,0.00190654508,0.00079471377,0.000164106355,1.8814134e-05,1.605663e-06,1,2514,Quinnipiac,79.85,Albany,9
womens,2018-03-12,0,1.0,0.468239634263,0.031252048588,0.00734383319,0.000100039391,1.4572181e-05,1.585149e-06,1,258,Virginia,81.44,Albany,10
womens,2018-03-12,0,1.0,0.394346775066,0.011849116579,0.003657217787,0.000454879038,1.3201482e-05,1.508473e-06,1,222,Villanova,81.44,Spokane,9
womens,2018-03-12,0,1.0,0.177719956726,0.045425733741,0.002480572118,0.000336482644,2.9025642e-05,1.214156e-06,1,163,Princeton,80.84,Kansas City,12
womens,2018-03-12,0,1.0,0.342711423237,0.02197712638,0.003191942024,0.000383794414,3.0137351e-05,1.145422e-06,1,156,Creighton,80.95,Kansas City,11
womens,2018-03-12,0,1.0,0.199327105427,0.022228753791,0.003761567312,6.2500803e-05,9.669344e-06,1.121322e-06,1,2084,Buffalo,81.12,Albany,11
womens,2018-03-12,0,1.0,0.192404960111,0.051800686148,0.002509020644,0.000307236657,2.389564e-05,9.01143e-07,1,2210,Elon,79.75,Kansas City,13
womens,2018-03-12,0,1.0,0.208594116202,0.061659558043,0.000395870362,6.4690124e-05,8.445216e-06,8.24055e-07,1,2057,Belmont,79.98,Albany,12
womens,2018-03-12,0,1.0,0.248896627905,0.030255612398,0.001254314155,0.000151336555,1.7101047e-05,6.27638e-07,1,98,Western Kentucky,79.3,Lexington,11
womens,2018-03-12,0,1.0,0.10674488275,0.047055346993,0.00296192456,0.000172251393,1.7854009e-05,5.97108e-07,1,2250,Gonzaga,81.47,Lexington,13
womens,2018-03-12,0,1.0,0.239774915865,0.009816943537,0.002016206103,0.000216469083,1.4873408e-05,4.95986e-07,1,158,Nebraska,79.79,Kansas City,10
womens,2018-03-12,0,1.0,0.124282883811,0.028703181421,0.001974329642,0.0002316796,5.097996e-06,4.59878e-07,1,2181,Drake,79.56,Spokane,13
womens,2018-03-12,0,1.0,0.206736070555,0.057467914278,0.000297920707,4.1538939e-05,4.41063e-06,3.49693e-07,1,2382,Mercer,78.69,Albany,13
womens,2018-03-12,0,1.0,0.195027169055,0.016982163029,0.00090472383,4.4876282e-05,3.934439e-06,1.10875e-07,1,526,Florida Gulf Coast,78.55,Lexington,12
womens,2018-03-12,0,1.0,0.032342228576,0.009889591362,0.000402686294,2.3237815e-05,3.26699e-07,2.0029e-08,1,45,George Washington,75.17,Spokane,14
womens,2018-03-12,0,1.0,0.190742622114,0.001200205156,0.000155712161,1.0822317e-05,7.70109e-07,1.7576e-08,1,2458,Northern Colorado,76.66,Lexington,10
womens,2018-03-12,0,1.0,0.027940825385,0.003925516852,0.000217860027,1.097456e-06,6.6672e-08,3.062e-09,1,2031,Arkansas-Little Rock,73.64,Albany,14
womens,2018-03-12,0,1.0,0.00754192994,0.001140033966,7.9852682e-05,2.982483e-06,1.01601e-07,1.726e-09,1,311,Maine,73.34,Kansas City,15
womens,2018-03-12,0,1.0,0.008765231025,0.001351483296,4.7174793e-05,1.518885e-06,4.8462e-08,7.74e-10,1,44,American,71.55,Kansas City,14
womens,2018-03-12,0,1.0,0.004920959916,0.000643398366,7.126764e-05,1.393983e-06,5.4504e-08,6.81e-10,1,68,Boise State,72.44,Lexington,16
womens,2018-03-12,0,1.0,0.019136782447,0.002190185011,2.0520646e-05,7.50517e-07,2.9143e-08,3.62e-10,1,2335,Liberty,69.68,Lexington,14
womens,2018-03-12,0,1.0,0.000231921183,3.4120211e-05,4.123551e-06,2.02459e-07,7.271e-09,2.02e-10,1,2598,Saint Francis (PA),67.54,Albany,16
womens,2018-03-12,0,1.0,0.00343115815,0.000284202157,1.5622605e-05,4.43808e-07,1.089e-09,1.4e-11,1,2547,Seattle,65.92,Spokane,15
womens,2018-03-12,0,1.0,0.004049133378,0.000440827229,1.600771e-05,2.9803e-08,6.99e-10,1.3e-11,1,2448,North Carolina A&T,65.27,Albany,15
womens,2018-03-12,0,1.0,0.001221192712,0.000101390849,7.578481e-06,2.00272e-07,6.1e-10,1e-11,1,2463,Cal State Northridge,66.59,Spokane,16
womens,2018-03-12,0,1.0,0.000791600814,4.4270741e-05,1.894325e-06,2.945e-08,2.42e-10,1e-12,1,2447,Nicholls State,62.81,Kansas City,16
womens,2018-03-12,0,1.0,0.000275298524,1.53374e-05,2.63497e-07,2.606e-09,2.7e-11,0.0,1,2755,Grambling,60.58,Lexington,15
